kev: jaredpalmer/kev-0.8b on cuda (float32)
[1/4500] 9deee0d4f93c6a7867eef08fe3be63be#1 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.27s/msg, eta 95 min)
[7461/10000] 201d28500c7125eedf527748341df792#3 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 80 min)
[7462/10000] b4216bb1c6a8bfecc9d3b5f27144ce53#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7463/10000] fbd64e7904ee581518a255d7d1dd4b5f#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7464/10000] fbd64e7904ee581518a255d7d1dd4b5f#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7465/10000] 303d7457f79f4d9402d02671d455f4c7#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 80 min)
[7466/10000] 303d7457f79f4d9402d02671d455f4c7#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 80 min)
[7467/10000] 303d7457f79f4d9402d02671d455f4c7#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context (1.90s/msg, eta 80 min)
[7468/10000] effc1c7aa05c598611f86e3a28fe659a#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7469/10000] effc1c7aa05c598611f86e3a28fe659a#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7470/10000] 292384fa9cf4ab483ee4b376c86ae063#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7471/10000] b77a4f252f3f5857fc3402aa46e815e5#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7472/10000] b77a4f252f3f5857fc3402aa46e815e5#3 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7473/10000] b77a4f252f3f5857fc3402aa46e815e5#4 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7474/10000] b77a4f252f3f5857fc3402aa46e815e5#5 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7475/10000] b77a4f252f3f5857fc3402aa46e815e5#6 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7476/10000] b77a4f252f3f5857fc3402aa46e815e5#7 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7477/10000] 949719c7bd6de081f53498ce98bcd353#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 80 min)
[7478/10000] 949719c7bd6de081f53498ce98bcd353#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 80 min)
[7479/10000] 9f1439901ac843057f12ca38c1d55c76#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context (1.90s/msg, eta 80 min)
[7480/10000] 9f1439901ac843057f12ca38c1d55c76#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7481/10000] db89131deb0df3c7fc88ed1e19254987#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7482/10000] db89131deb0df3c7fc88ed1e19254987#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7483/10000] db89131deb0df3c7fc88ed1e19254987#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7484/10000] fe4b8123839f1797ef581d0987d0d672#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7485/10000] fe4b8123839f1797ef581d0987d0d672#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7486/10000] f635619fe67a03db9847f82d6b90c0e0#1 qwen=Unnecessary Repetition; Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 80 min)
[7487/10000] f635619fe67a03db9847f82d6b90c0e0#2 qwen=Vague / Missing Context; Overloaded Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints (1.90s/msg, eta 80 min)
[7488/10000] 8b5f953dce94ffa149aa0d95db681328#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 80 min)
[7489/10000] 7615b97f036e1827066c315c95243af4#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 80 min)
[7490/10000] 05d0842661c44f8d7545cb343a904d21#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7491/10000] 05d0842661c44f8d7545cb343a904d21#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7492/10000] 5f5610e93132a4dd108026b970c7860e#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7493/10000] 5f5610e93132a4dd108026b970c7860e#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 79 min)
[7494/10000] 5f5610e93132a4dd108026b970c7860e#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7495/10000] b0279e1bfa5c6407fafe90e57dab74f9#1 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7496/10000] b0279e1bfa5c6407fafe90e57dab74f9#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7497/10000] b0279e1bfa5c6407fafe90e57dab74f9#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7498/10000] 33d082715926835d798436291524734b#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 79 min)
[7499/10000] 33d082715926835d798436291524734b#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7500/10000] 3e43b57e5d26e983d93999fbcd8cfe02#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7501/10000] 3e43b57e5d26e983d93999fbcd8cfe02#2 qwen=Unnecessary Repetition; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7502/10000] 3e43b57e5d26e983d93999fbcd8cfe02#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7503/10000] 3e43b57e5d26e983d93999fbcd8cfe02#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7504/10000] 3e43b57e5d26e983d93999fbcd8cfe02#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7505/10000] 2eb44a5d6d57395d3635d81051aa5749#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7506/10000] 2eb44a5d6d57395d3635d81051aa5749#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7507/10000] 2eb44a5d6d57395d3635d81051aa5749#3 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 79 min)
[7508/10000] 2eb44a5d6d57395d3635d81051aa5749#4 qwen=Ambiguous References; Unnecessary Repetition; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7509/10000] 686421475f250c155b6c9e6e3e3ff27d#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7510/10000] 7441f4efce98d5a5700b8276c09ddab9#1 qwen=None | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7511/10000] 7441f4efce98d5a5700b8276c09ddab9#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7512/10000] 92bbf4949c0e9936b838e1ef7dd9b12b#6 qwen=None | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7513/10000] c69fba6bc668579e933813a8c3fb627a#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 79 min)
[7514/10000] 58608c093974afbb3659b82c283c3ece#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7515/10000] 58608c093974afbb3659b82c283c3ece#2 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7516/10000] 58608c093974afbb3659b82c283c3ece#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7517/10000] 58608c093974afbb3659b82c283c3ece#4 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7518/10000] 58608c093974afbb3659b82c283c3ece#5 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 79 min)
[7519/10000] 58608c093974afbb3659b82c283c3ece#6 qwen=None | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 79 min)
[7520/10000] 58608c093974afbb3659b82c283c3ece#7 qwen=Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 79 min)
[7521/10000] 58608c093974afbb3659b82c283c3ece#8 qwen=None | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7522/10000] 88cbe15a60868efb806ce5d8973e1323#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7523/10000] 88cbe15a60868efb806ce5d8973e1323#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7524/10000] 52aa8d5cef3f0af163604d462cecf34c#1 qwen=Ambiguous References; Formality / Audience Mismatch | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7525/10000] d65562b04c2a32cf607b9ea08ea980c3#1 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7526/10000] d65562b04c2a32cf607b9ea08ea980c3#2 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7527/10000] d65562b04c2a32cf607b9ea08ea980c3#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7528/10000] d65562b04c2a32cf607b9ea08ea980c3#4 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7529/10000] d65562b04c2a32cf607b9ea08ea980c3#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7530/10000] d65562b04c2a32cf607b9ea08ea980c3#6 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7531/10000] e0434b5bf7f3d0bed2a85523ef148db5#1 qwen=Unnecessary Repetition; Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7532/10000] e0434b5bf7f3d0bed2a85523ef148db5#2 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7533/10000] e0434b5bf7f3d0bed2a85523ef148db5#3 qwen=None | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7534/10000] ab0af518f00ee78fc2122bbad5b7e048#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7535/10000] 393148836540016d279d32af3803eedb#1 qwen=Ambiguous References; Conflicting Constraints | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7536/10000] acdcbf37c5ba0e83104c03c1dd73d66c#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 78 min)
[7537/10000] 786aedb4367ee108d21b892c988d6a57#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Format Ambiguity; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7538/10000] 786aedb4367ee108d21b892c988d6a57#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7539/10000] 786aedb4367ee108d21b892c988d6a57#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7540/10000] e70079917d3f0c865aaf5049090b600c#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7541/10000] e70079917d3f0c865aaf5049090b600c#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7542/10000] e70079917d3f0c865aaf5049090b600c#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7543/10000] e70079917d3f0c865aaf5049090b600c#4 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7544/10000] e70079917d3f0c865aaf5049090b600c#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7545/10000] e70079917d3f0c865aaf5049090b600c#6 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7546/10000] e70079917d3f0c865aaf5049090b600c#7 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7547/10000] e70079917d3f0c865aaf5049090b600c#8 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7548/10000] e70079917d3f0c865aaf5049090b600c#9 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7549/10000] e70079917d3f0c865aaf5049090b600c#10 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 78 min)
[7550/10000] e70079917d3f0c865aaf5049090b600c#11 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 78 min)
[7551/10000] e70079917d3f0c865aaf5049090b600c#12 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 78 min)
[7552/10000] 85fa8757382cfdbb55be1f5051323409#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7553/10000] 8dd107b3895f00d9a7f2e1f80e552892#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7554/10000] 2242aac0470f8b3ea97766d8522cf9d0#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7555/10000] 2242aac0470f8b3ea97766d8522cf9d0#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7556/10000] e40359eb62c0c995b7f66424d25b616c#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7557/10000] 16f7fafcc2753d964308959752028260#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 77 min)
[7558/10000] 16f7fafcc2753d964308959752028260#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7559/10000] 16f7fafcc2753d964308959752028260#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7560/10000] 96358404ed0e2ae0fb51ce0a80b6b96d#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7561/10000] 52d10a75ebd70256dafb595eb4c99f4c#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7562/10000] 52d10a75ebd70256dafb595eb4c99f4c#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7563/10000] 62b10b526e0546c3958ca0d8de783e28#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7564/10000] cfe801d9252f0c202c098d1e076ecf4d#1 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints (1.90s/msg, eta 77 min)
[7565/10000] cfe801d9252f0c202c098d1e076ecf4d#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 77 min)
[7566/10000] cfe801d9252f0c202c098d1e076ecf4d#3 qwen=Ambiguous References; Unnecessary Repetition | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7567/10000] cfe801d9252f0c202c098d1e076ecf4d#4 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7568/10000] cfe801d9252f0c202c098d1e076ecf4d#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 77 min)
[7569/10000] cfe801d9252f0c202c098d1e076ecf4d#6 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 77 min)
[7570/10000] a5b0fe023ce262885e98c595da550101#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7571/10000] a5b0fe023ce262885e98c595da550101#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7572/10000] a5b0fe023ce262885e98c595da550101#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7573/10000] a5b0fe023ce262885e98c595da550101#4 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7574/10000] a5b0fe023ce262885e98c595da550101#5 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 77 min)
[7575/10000] a5b0fe023ce262885e98c595da550101#6 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7576/10000] a5b0fe023ce262885e98c595da550101#7 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7577/10000] 785c6d8ada117191d921f3106808cca6#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7578/10000] 0de3d5023b3bd00191bc0bdf6345bd5c#1 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7579/10000] 63195dc66f3d9cf950d9e4b2da532dfc#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.90s/msg, eta 77 min)
[7580/10000] 6d23efc0e1a9db3180cede4dc9e5bb67#1 qwen=Conflicting Constraints; Irrelevant / Excessive Persona | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.90s/msg, eta 77 min)
[7581/10000] 0d3c197dda62859ad24e2ac802a2fcbe#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (1.90s/msg, eta 77 min)
[7582/10000] 0d3c197dda62859ad24e2ac802a2fcbe#5 qwen=Ambiguous References; Unnecessary Repetition | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.90s/msg, eta 77 min)
[7583/10000] 3d8424b97b1c1755de59b540cb166602#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 76 min)
[7584/10000] 3d8424b97b1c1755de59b540cb166602#4 qwen=Unnecessary Repetition; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.90s/msg, eta 76 min)
